"country","department","municipality","COD","scale","year","bronchial_emphysema","acute_resp","bronchitis","chagas","conduct_cardiac","pharyngitis","cerebral_infarction","laryngitis","cutaneous_leishmaniasis","pneumonia","rickettsia","tonsillitis","tracheitis","malaria_p_falciparum","malaria_p_vivax"
"Peru","AMAZONAS","OLLEROS","PE010116","municipality",2011,0,0,16,0,0,92,0,0,0,0,0,67,0,0,0
"Peru","AMAZONAS","OLLEROS","PE010116","municipality",2012,0,0,32,0,0,81,0,0,0,0,0,92,0,0,0
"Peru","AMAZONAS","OLLEROS","PE010116","municipality",2013,0,0,37,0,0,88,0,0,0,0,0,76,0,0,0
"Peru","AMAZONAS","OLLEROS","PE010116","municipality",2014,0,0,3,0,0,41,0,0,0,1,0,28,0,0,0
"Peru","AMAZONAS","OLLEROS","PE010116","municipality",2015,0,0,12,0,0,58,0,0,0,0,0,32,0,0,0
"Peru","AMAZONAS","OLLEROS","PE010116","municipality",2016,0,0,19,0,0,51,0,0,0,0,0,43,0,0,0
"Peru","AMAZONAS","OLLEROS","PE010116","municipality",2017,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0
"Peru","AMAZONAS","OLLEROS","PE010116","municipality",2018,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0
"Peru","AMAZONAS","OLLEROS","PE010116","municipality",2019,0,0,37,0,0,78,0,0,0,0,0,26,0,0,0
"Peru","AMAZONAS","OMIA","PE010609","municipality",2000,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
"Peru","AMAZONAS","OMIA","PE010609","municipality",2001,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"Peru","AMAZONAS","OMIA","PE010609","municipality",2002,0,27,396,0,3,455,0,30,38,22,0,447,12,0,0
"Peru","AMAZONAS","OMIA","PE010609","municipality",2003,0,40,407,0,5,553,0,14,42,18,0,504,15,0,0
"Peru","AMAZONAS","OMIA","PE010609","municipality",2004,3,20,459,0,1,574,0,11,34,22,0,479,4,0,0
"Peru","AMAZONAS","OMIA","PE010609","municipality",2005,0,36,427,0,0,750,0,7,40,17,0,422,1,0,0
"Peru","AMAZONAS","OMIA","PE010609","municipality",2006,1,21,349,0,1,482,0,9,13,10,0,304,2,0,0
"Peru","AMAZONAS","OMIA","PE010609","municipality",2007,0,9,364,0,1,447,0,6,11,12,0,337,1,0,0
"Peru","AMAZONAS","OMIA","PE010609","municipality",2008,0,16,328,0,0,465,0,5,22,18,0,305,0,0,0
"Peru","AMAZONAS","OMIA","PE010609","municipality",2009,0,17,464,0,1,574,0,1,22,64,0,338,2,0,1
"Peru","AMAZONAS","OMIA","PE010609","municipality",2010,0,38,318,0,0,739,0,2,57,38,0,469,0,0,0
"Peru","AMAZONAS","OMIA","PE010609","municipality",2011,0,15,210,0,3,495,0,6,88,29,0,474,2,0,0
"Peru","AMAZONAS","OMIA","PE010609","municipality",2012,0,11,197,0,2,466,0,5,33,25,0,607,0,0,0
"Peru","AMAZONAS","OMIA","PE010609","municipality",2013,0,17,208,0,2,639,0,4,11,18,0,743,0,0,0
"Peru","AMAZONAS","OMIA","PE010609","municipality",2014,0,18,224,0,2,869,0,31,27,7,0,648,4,0,0
"Peru","AMAZONAS","OMIA","PE010609","municipality",2015,0,5,188,0,2,971,0,11,12,14,0,660,0,0,0
"Peru","AMAZONAS","OMIA","PE010609","municipality",2016,0,11,170,0,0,1219,0,18,6,16,0,661,0,0,0
"Peru","AMAZONAS","OMIA","PE010609","municipality",2017,0,10,122,0,6,1075,0,13,22,7,0,742,0,0,0
"Peru","AMAZONAS","OMIA","PE010609","municipality",2018,0,7,158,0,9,1319,0,1,25,0,0,981,0,0,0
"Peru","AMAZONAS","OMIA","PE010609","municipality",2019,0,8,231,0,0,1190,0,4,16,16,0,1155,2,0,0
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2000,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2001,0,0,0,0,0,0,0,0,3,0,0,0,0,2,6
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2002,0,3,478,0,0,266,0,1,5,70,0,410,3,0,3
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2003,0,5,533,0,0,154,0,0,2,53,0,376,3,0,15
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2004,1,3,448,0,7,305,0,5,0,64,0,316,0,0,3
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2005,0,0,608,0,3,437,0,8,1,34,0,437,1,0,1
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2006,0,8,641,0,1,332,0,7,0,37,0,499,1,0,0
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2007,0,4,536,0,0,284,0,6,1,22,0,803,0,0,0
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2008,0,0,539,0,0,293,0,12,0,18,0,872,1,0,0
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2009,0,0,593,0,3,734,0,0,0,31,0,873,0,0,0
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2010,0,1,253,0,0,631,0,0,0,16,1,392,1,0,0
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2011,1,0,211,0,0,594,0,2,2,35,0,386,0,0,0
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2012,0,0,130,0,0,376,0,0,2,10,1,144,0,0,0
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2013,0,0,159,0,0,285,0,1,5,28,0,117,0,0,0
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2014,0,0,41,0,0,246,0,0,1,3,0,144,0,0,0
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2015,0,4,54,0,0,357,0,0,0,2,0,187,0,0,0
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2016,0,0,42,0,0,512,0,0,1,6,0,323,0,0,0
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2017,0,1,102,0,0,477,0,1,2,4,1,442,0,0,0
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2018,0,1,114,0,0,442,0,3,4,1,0,598,0,0,0
"Peru","AMAZONAS","PISUQUIA","PE010514","municipality",2019,0,0,86,0,0,581,0,0,6,0,0,651,0,0,0
"Peru","AMAZONAS","PROVIDENCIA","PE010515","municipality",2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Peru","AMAZONAS","PROVIDENCIA","PE010515","municipality",2002,0,0,249,0,0,49,0,1,2,1,0,192,0,0,0
"Peru","AMAZONAS","PROVIDENCIA","PE010515","municipality",2003,0,0,259,0,0,77,0,0,0,3,0,69,0,0,0
"Peru","AMAZONAS","PROVIDENCIA","PE010515","municipality",2004,0,0,274,0,0,108,0,1,0,1,0,83,0,0,0
"Peru","AMAZONAS","PROVIDENCIA","PE010515","municipality",2005,0,0,210,0,1,135,0,5,0,1,0,75,0,0,0
"Peru","AMAZONAS","PROVIDENCIA","PE010515","municipality",2006,0,0,152,0,0,191,0,0,1,1,0,39,0,0,0
"Peru","AMAZONAS","PROVIDENCIA","PE010515","municipality",2007,2,0,217,0,0,177,0,5,0,0,0,31,0,0,0
"Peru","AMAZONAS","PROVIDENCIA","PE010515","municipality",2008,0,0,299,0,0,309,0,0,1,3,0,203,0,0,0
"Peru","AMAZONAS","PROVIDENCIA","PE010515","municipality",2009,0,0,240,0,0,168,0,0,3,1,0,129,1,0,0
"Peru","AMAZONAS","PROVIDENCIA","PE010515","municipality",2010,0,0,166,0,0,263,0,0,5,0,0,42,0,0,0
"Peru","AMAZONAS","PROVIDENCIA","PE010515","municipality",2011,0,0,69,0,0,126,0,0,3,1,0,9,0,0,0
"Peru","AMAZONAS","PROVIDENCIA","PE010515","municipality",2012,0,0,48,0,0,28,0,0,2,1,0,33,0,0,0
"Peru","AMAZONAS","PROVIDENCIA","PE010515","municipality",2013,0,0,49,0,2,77,0,1,1,1,0,89,0,0,0
"Peru","AMAZONAS","PROVIDENCIA","PE010515","municipality",2014,0,0,4,0,1,48,0,0,1,4,0,5,0,0,0
"Peru","AMAZONAS","PROVIDENCIA","PE010515","municipality",2015,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0
"Peru","AMAZONAS","PROVIDENCIA","PE010515","municipality",2016,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0
"Peru","AMAZONAS","PROVIDENCIA","PE010515","municipality",2017,0,0,0,0,0,11,0,0,0,0,0,16,0,0,0
"Peru","AMAZONAS","PROVIDENCIA","PE010515","municipality",2018,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0
"Peru","AMAZONAS","PROVIDENCIA","PE010515","municipality",2019,1,0,42,0,0,19,0,0,3,2,0,130,0,0,0
"Peru","AMAZONAS","QUINJALCA","PE010117","municipality",2002,0,0,92,0,0,107,0,2,0,12,0,104,0,0,0
"Peru","AMAZONAS","QUINJALCA","PE010117","municipality",2003,0,0,63,0,0,96,0,1,0,10,0,78,0,0,0
"Peru","AMAZONAS","QUINJALCA","PE010117","municipality",2004,0,0,53,0,1,85,0,0,1,4,0,80,0,0,0
"Peru","AMAZONAS","QUINJALCA","PE010117","municipality",2005,0,2,65,0,0,131,0,1,0,2,0,138,0,0,0
"Peru","AMAZONAS","QUINJALCA","PE010117","municipality",2006,0,2,75,0,0,74,0,0,2,4,0,122,1,0,0
"Peru","AMAZONAS","QUINJALCA","PE010117","municipality",2007,0,0,31,0,0,5,0,0,0,1,0,111,0,0,0
"Peru","AMAZONAS","QUINJALCA","PE010117","municipality",2008,0,0,105,0,0,11,0,0,0,0,0,81,0,0,0
"Peru","AMAZONAS","QUINJALCA","PE010117","municipality",2009,0,0,90,0,0,33,0,0,0,1,0,74,0,0,0
"Peru","AMAZONAS","QUINJALCA","PE010117","municipality",2010,0,0,113,0,0,9,0,0,0,1,0,73,0,0,0
"Peru","AMAZONAS","QUINJALCA","PE010117","municipality",2011,0,6,111,0,0,3,0,1,1,0,0,87,0,0,0
"Peru","AMAZONAS","QUINJALCA","PE010117","municipality",2012,0,8,108,0,0,72,0,0,1,0,1,56,0,0,0
"Peru","AMAZONAS","QUINJALCA","PE010117","municipality",2013,0,0,63,0,0,58,0,0,0,1,0,24,0,0,0
"Peru","AMAZONAS","QUINJALCA","PE010117","municipality",2014,0,0,22,0,0,112,0,0,3,0,0,6,0,0,0
"Peru","AMAZONAS","QUINJALCA","PE010117","municipality",2015,0,1,15,0,0,92,0,2,0,0,0,11,0,0,0
"Peru","AMAZONAS","QUINJALCA","PE010117","municipality",2016,0,0,22,0,0,86,0,0,0,0,0,0,0,0,0
"Peru","AMAZONAS","QUINJALCA","PE010117","municipality",2017,0,0,6,0,0,71,0,2,0,0,0,0,0,0,0
"Peru","AMAZONAS","QUINJALCA","PE010117","municipality",2018,0,0,18,0,0,100,0,0,0,0,0,27,0,0,0
"Peru","AMAZONAS","QUINJALCA","PE010117","municipality",2019,0,0,8,0,0,75,0,0,0,0,0,25,0,0,0
"Peru","AMAZONAS","RECTA","PE010308","municipality",2002,0,0,7,0,0,0,0,0,0,0,0,27,0,0,0
"Peru","AMAZONAS","RECTA","PE010308","municipality",2003,0,0,15,0,0,7,0,0,0,0,0,43,0,0,0
"Peru","AMAZONAS","RECTA","PE010308","municipality",2004,0,0,15,0,0,6,0,0,0,0,0,29,0,0,0
"Peru","AMAZONAS","RECTA","PE010308","municipality",2005,0,1,29,0,0,12,0,0,0,0,0,69,0,0,0
"Peru","AMAZONAS","RECTA","PE010308","municipality",2006,0,0,8,0,0,26,0,0,0,0,0,35,0,0,0
"Peru","AMAZONAS","RECTA","PE010308","municipality",2007,0,0,5,0,0,7,0,0,0,0,0,48,0,0,0
"Peru","AMAZONAS","RECTA","PE010308","municipality",2008,0,0,4,0,0,7,0,0,0,0,0,126,0,0,0
"Peru","AMAZONAS","RECTA","PE010308","municipality",2009,0,0,10,0,0,16,0,0,0,0,0,112,0,0,0
"Peru","AMAZONAS","RECTA","PE010308","municipality",2010,0,0,3,0,0,4,0,0,0,0,0,39,0,0,0
"Peru","AMAZONAS","RECTA","PE010308","municipality",2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Peru","AMAZONAS","RECTA","PE010308","municipality",2013,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Peru","AMAZONAS","RECTA","PE010308","municipality",2015,0,0,2,0,0,2,0,0,0,0,0,14,0,0,0
"Peru","AMAZONAS","RECTA","PE010308","municipality",2016,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"Peru","AMAZONAS","RECTA","PE010308","municipality",2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Peru","AMAZONAS","RECTA","PE010308","municipality",2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Peru","AMAZONAS","RECTA","PE010308","municipality",2019,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2000,0,0,0,0,0,0,0,0,21,0,0,0,0,1,8
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2001,0,0,0,0,0,0,0,0,17,0,0,0,0,0,23
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2002,0,1,543,0,1,263,0,1,17,180,0,266,4,73,415
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2003,0,2,922,0,0,274,0,0,27,279,0,134,1,0,207
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2004,0,7,632,0,0,491,0,0,28,132,0,87,0,213,265
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2005,0,4,1083,0,0,837,0,2,40,119,0,141,0,384,553
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2006,0,0,1805,0,1,1621,0,28,51,203,0,437,0,228,73
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2007,0,3,1130,0,0,1165,0,0,49,154,0,161,0,104,259
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2008,0,2,1563,0,0,1727,0,1,14,119,0,206,0,5,117
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2009,0,9,801,0,0,873,0,1,2,84,0,118,0,3,62
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2010,0,0,1510,0,0,2125,0,0,27,152,0,527,0,0,2
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2011,0,0,961,0,0,2261,0,52,34,154,0,507,1,0,1
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2012,0,0,979,0,0,2152,0,39,18,120,0,484,0,0,0
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2013,0,2,975,0,0,3218,0,6,11,112,0,558,0,0,0
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2014,1,4,754,0,0,3318,0,10,21,105,1,709,1,0,119
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2015,0,1,386,1,0,2156,0,0,18,68,0,470,0,0,716
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2016,0,1,386,0,0,1844,0,4,10,54,0,467,0,0,343
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2017,0,4,488,0,3,1573,0,4,22,53,0,439,0,0,815
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2018,0,5,634,0,0,1995,0,0,15,89,0,738,0,0,688
"Peru","AMAZONAS","RIO SANTIAGO","PE010403","municipality",2019,0,49,888,0,0,1968,0,31,15,86,0,686,0,807,1019
"Peru","AMAZONAS","SAN CARLOS","PE010309","municipality",2001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Peru","AMAZONAS","SAN CARLOS","PE010309","municipality",2002,0,0,58,0,0,4,0,0,1,0,0,30,0,0,0
"Peru","AMAZONAS","SAN CARLOS","PE010309","municipality",2003,0,0,47,0,0,3,0,0,0,0,0,23,0,0,0
"Peru","AMAZONAS","SAN CARLOS","PE010309","municipality",2004,0,0,57,0,0,10,0,0,0,0,0,25,0,0,0
"Peru","AMAZONAS","SAN CARLOS","PE010309","municipality",2005,0,0,35,0,0,37,0,0,3,0,0,23,0,0,0
"Peru","AMAZONAS","SAN CARLOS","PE010309","municipality",2006,0,0,41,0,0,35,0,0,3,0,0,48,0,0,0
"Peru","AMAZONAS","SAN CARLOS","PE010309","municipality",2007,0,0,26,0,0,7,0,0,1,0,0,62,0,0,0
"Peru","AMAZONAS","SAN CARLOS","PE010309","municipality",2008,0,0,38,0,0,4,0,0,1,0,0,68,0,0,0
"Peru","AMAZONAS","SAN CARLOS","PE010309","municipality",2009,0,0,37,0,0,3,0,0,1,0,0,77,0,0,0
"Peru","AMAZONAS","SAN CARLOS","PE010309","municipality",2010,0,0,26,0,0,2,0,0,1,0,0,58,0,0,0
"Peru","AMAZONAS","SAN CARLOS","PE010309","municipality",2011,0,0,21,0,0,1,0,0,0,0,0,9,0,0,0
"Peru","AMAZONAS","SAN CARLOS","PE010309","municipality",2012,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"Peru","AMAZONAS","SAN CARLOS","PE010309","municipality",2013,0,0,17,0,0,1,0,0,1,0,0,0,0,0,0
"Peru","AMAZONAS","SAN CARLOS","PE010309","municipality",2014,0,0,14,0,0,0,0,0,0,0,0,7,0,0,0
"Peru","AMAZONAS","SAN CARLOS","PE010309","municipality",2015,0,0,10,0,0,0,0,0,2,0,0,6,0,0,0
"Peru","AMAZONAS","SAN CARLOS","PE010309","municipality",2016,0,0,11,0,0,0,0,0,0,0,0,18,0,0,0
"Peru","AMAZONAS","SAN CARLOS","PE010309","municipality",2017,0,0,5,0,0,0,0,0,0,0,0,19,0,0,0
"Peru","AMAZONAS","SAN CARLOS","PE010309","municipality",2018,0,0,12,0,0,1,0,0,0,0,0,39,0,0,0
"Peru","AMAZONAS","SAN CARLOS","PE010309","municipality",2019,0,0,21,0,0,1,0,0,0,0,0,43,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2000,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2002,0,0,37,0,0,23,0,0,10,0,0,57,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2003,0,0,19,0,0,6,0,0,2,0,0,55,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2004,0,0,28,0,0,78,0,3,5,0,0,97,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2005,0,0,22,0,0,89,0,0,4,3,0,220,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2006,0,0,42,0,0,125,0,0,6,3,0,201,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2007,0,0,29,0,0,62,0,0,3,0,0,273,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2008,0,0,22,0,0,42,0,0,8,1,0,305,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2009,0,0,12,0,0,53,0,0,9,0,0,339,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2010,0,0,7,0,0,28,0,0,9,0,0,274,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2011,0,0,20,0,0,0,0,0,0,0,0,185,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2012,0,2,7,0,0,6,0,0,1,0,0,88,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2013,0,0,7,0,0,24,0,0,0,0,0,139,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2014,0,0,0,0,1,3,0,0,1,0,0,38,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2015,0,0,3,0,0,1,0,0,2,0,0,127,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2016,0,0,4,0,0,0,0,0,1,1,0,202,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2017,0,0,2,0,0,0,0,0,0,0,0,67,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2018,0,0,2,0,0,2,0,0,0,0,0,75,0,0,0
"Peru","AMAZONAS","SAN CRISTOBAL","PE010516","municipality",2019,0,0,6,0,0,12,0,0,0,0,0,194,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE DAGUAS","PE010118","municipality",2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE DAGUAS","PE010118","municipality",2002,0,0,48,0,0,78,0,2,2,7,0,98,0,0,1
"Peru","AMAZONAS","SAN FRANCISCO DE DAGUAS","PE010118","municipality",2003,0,0,52,0,1,90,0,1,0,6,0,100,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE DAGUAS","PE010118","municipality",2004,1,0,56,0,0,74,0,0,1,9,0,72,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE DAGUAS","PE010118","municipality",2005,0,4,68,0,1,72,0,1,0,4,0,109,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE DAGUAS","PE010118","municipality",2006,0,2,75,0,0,127,0,2,0,1,0,97,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE DAGUAS","PE010118","municipality",2007,0,0,78,0,1,45,0,0,0,2,0,84,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE DAGUAS","PE010118","municipality",2008,0,0,50,0,1,45,0,0,0,5,0,111,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE DAGUAS","PE010118","municipality",2009,0,0,33,0,1,18,0,0,0,11,0,297,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE DAGUAS","PE010118","municipality",2010,0,0,8,0,1,4,0,0,0,5,0,32,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE DAGUAS","PE010118","municipality",2011,0,0,26,0,0,13,0,0,0,5,0,11,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE DAGUAS","PE010118","municipality",2012,0,0,13,0,0,14,0,0,0,1,0,2,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE DAGUAS","PE010118","municipality",2013,0,0,25,0,0,75,0,0,0,1,0,2,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE DAGUAS","PE010118","municipality",2014,0,1,12,0,1,83,0,0,0,0,0,37,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE DAGUAS","PE010118","municipality",2015,0,0,8,0,1,96,0,0,0,0,0,22,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE DAGUAS","PE010118","municipality",2016,0,0,4,0,1,92,0,0,2,0,0,36,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE DAGUAS","PE010118","municipality",2017,0,0,3,0,0,35,0,0,0,0,0,7,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE DAGUAS","PE010118","municipality",2018,0,0,1,0,0,49,0,0,0,0,0,15,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE DAGUAS","PE010118","municipality",2019,0,0,3,0,0,79,0,0,0,0,0,8,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE YESO","PE010517","municipality",2000,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE YESO","PE010517","municipality",2002,0,0,32,0,0,57,0,0,0,12,0,56,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE YESO","PE010517","municipality",2003,0,0,19,0,0,22,0,0,1,1,0,72,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE YESO","PE010517","municipality",2004,0,0,9,0,0,7,0,0,1,0,0,20,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE YESO","PE010517","municipality",2005,0,0,12,0,0,15,0,0,0,0,0,30,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE YESO","PE010517","municipality",2006,0,0,11,0,0,11,0,0,0,0,0,16,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE YESO","PE010517","municipality",2007,0,0,4,0,0,16,0,0,1,0,0,21,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE YESO","PE010517","municipality",2008,0,0,0,0,0,10,0,0,4,0,0,23,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE YESO","PE010517","municipality",2009,0,0,0,0,0,9,0,0,1,0,0,47,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE YESO","PE010517","municipality",2010,0,0,1,0,0,34,0,0,0,0,0,57,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE YESO","PE010517","municipality",2011,0,0,0,0,0,9,0,0,0,0,0,46,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE YESO","PE010517","municipality",2012,0,3,3,0,0,44,0,1,1,1,0,56,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE YESO","PE010517","municipality",2013,0,2,1,0,0,45,0,0,7,0,0,48,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE YESO","PE010517","municipality",2014,0,0,0,0,0,10,0,0,4,0,0,7,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE YESO","PE010517","municipality",2015,0,0,0,0,3,3,0,0,2,0,0,71,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE YESO","PE010517","municipality",2016,0,2,2,0,2,9,0,1,12,0,0,62,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE YESO","PE010517","municipality",2017,0,0,3,0,1,89,0,0,6,0,0,13,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE YESO","PE010517","municipality",2018,0,0,8,0,3,46,0,0,7,3,0,8,0,0,0
"Peru","AMAZONAS","SAN FRANCISCO DE YESO","PE010517","municipality",2019,0,0,7,0,0,14,0,0,2,0,0,27,0,0,0
"Peru","AMAZONAS","SAN ISIDRO DE MAINO","PE010119","municipality",2000,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"Peru","AMAZONAS","SAN ISIDRO DE MAINO","PE010119","municipality",2001,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"Peru","AMAZONAS","SAN ISIDRO DE MAINO","PE010119","municipality",2002,0,0,35,0,0,12,0,0,12,12,0,34,0,0,0
"Peru","AMAZONAS","SAN ISIDRO DE MAINO","PE010119","municipality",2003,0,0,43,0,0,36,0,0,15,13,0,65,0,0,0
"Peru","AMAZONAS","SAN ISIDRO DE MAINO","PE010119","municipality",2004,0,0,77,0,0,40,0,0,7,2,0,104,0,0,0
"Peru","AMAZONAS","SAN ISIDRO DE MAINO","PE010119","municipality",2005,0,0,114,0,0,31,0,0,0,8,0,170,0,0,0
"Peru","AMAZONAS","SAN ISIDRO DE MAINO","PE010119","municipality",2006,0,0,96,0,0,52,1,0,0,2,0,163,0,0,0
"Peru","AMAZONAS","SAN ISIDRO DE MAINO","PE010119","municipality",2007,0,0,86,0,0,27,0,0,2,1,0,137,0,0,0
"Peru","AMAZONAS","SAN ISIDRO DE MAINO","PE010119","municipality",2008,0,0,75,0,0,77,0,0,0,0,0,224,0,0,0
"Peru","AMAZONAS","SAN ISIDRO DE MAINO","PE010119","municipality",2009,0,0,29,0,0,11,0,0,2,1,0,167,0,0,0
"Peru","AMAZONAS","SAN ISIDRO DE MAINO","PE010119","municipality",2010,0,0,1,0,0,0,0,0,5,7,0,2,0,0,0
"Peru","AMAZONAS","SAN ISIDRO DE MAINO","PE010119","municipality",2011,0,0,1,0,0,1,0,0,3,4,0,1,0,0,0
