country,department,municipality,COD,scale,year,respiratory,cardiovascular,chagas,hantavirus,cutaneous_leishmaniasis,visceral_leishmaniasis,malaria
Brasil,PA,Irituia,BR1503507,municipality,2022,163,6,NA,NA,22,NA,NA
Brasil,PA,Irituia,BR1503507,municipality,2023,123,8,NA,NA,NA,NA,NA
Brasil,PA,Itaituba,BR1503606,municipality,2008,904,27,NA,NA,99,NA,6184
Brasil,PA,Itaituba,BR1503606,municipality,2009,814,23,NA,NA,68,NA,7305
Brasil,PA,Itaituba,BR1503606,municipality,2010,672,18,NA,NA,71,NA,12005
Brasil,PA,Itaituba,BR1503606,municipality,2011,707,26,NA,NA,93,NA,11740
Brasil,PA,Itaituba,BR1503606,municipality,2012,980,22,NA,NA,113,NA,14155
Brasil,PA,Itaituba,BR1503606,municipality,2013,1396,33,NA,NA,116,NA,10874
Brasil,PA,Itaituba,BR1503606,municipality,2014,1308,16,NA,NA,100,NA,4933
Brasil,PA,Itaituba,BR1503606,municipality,2015,1282,29,NA,NA,121,NA,2513
Brasil,PA,Itaituba,BR1503606,municipality,2016,1205,43,NA,NA,98,NA,1926
Brasil,PA,Itaituba,BR1503606,municipality,2017,703,39,NA,NA,138,NA,2086
Brasil,PA,Itaituba,BR1503606,municipality,2018,395,61,NA,NA,111,NA,2560
Brasil,PA,Itaituba,BR1503606,municipality,2019,325,42,NA,NA,106,NA,3651
Brasil,PA,Itaituba,BR1503606,municipality,2020,179,45,NA,NA,93,NA,NA
Brasil,PA,Itaituba,BR1503606,municipality,2021,244,75,NA,NA,84,NA,NA
Brasil,PA,Itaituba,BR1503606,municipality,2022,493,52,NA,NA,99,NA,NA
Brasil,PA,Itaituba,BR1503606,municipality,2023,434,44,NA,NA,NA,NA,NA
Brasil,PA,Itupiranga,BR1503705,municipality,2008,149,4,NA,NA,14,NA,784
Brasil,PA,Itupiranga,BR1503705,municipality,2009,139,6,NA,NA,17,NA,522
Brasil,PA,Itupiranga,BR1503705,municipality,2010,139,6,NA,NA,16,1,633
Brasil,PA,Itupiranga,BR1503705,municipality,2011,138,3,NA,NA,34,NA,486
Brasil,PA,Itupiranga,BR1503705,municipality,2012,104,7,NA,NA,20,NA,73
Brasil,PA,Itupiranga,BR1503705,municipality,2013,144,5,NA,NA,22,NA,12
Brasil,PA,Itupiranga,BR1503705,municipality,2014,181,2,NA,NA,37,NA,24
Brasil,PA,Itupiranga,BR1503705,municipality,2015,167,7,NA,NA,69,NA,1
Brasil,PA,Itupiranga,BR1503705,municipality,2016,78,4,NA,NA,16,1,6
Brasil,PA,Itupiranga,BR1503705,municipality,2017,168,11,NA,NA,25,4,66
Brasil,PA,Itupiranga,BR1503705,municipality,2018,185,8,NA,NA,31,2,35
Brasil,PA,Itupiranga,BR1503705,municipality,2019,171,13,NA,NA,25,1,0
Brasil,PA,Itupiranga,BR1503705,municipality,2020,103,5,NA,NA,17,NA,NA
Brasil,PA,Itupiranga,BR1503705,municipality,2021,78,9,NA,NA,8,1,NA
Brasil,PA,Itupiranga,BR1503705,municipality,2022,204,20,NA,NA,15,NA,NA
Brasil,PA,Itupiranga,BR1503705,municipality,2023,223,19,NA,NA,NA,NA,NA
Brasil,PA,Jacareacanga,BR1503754,municipality,2008,81,1,NA,NA,9,NA,4520
Brasil,PA,Jacareacanga,BR1503754,municipality,2009,92,3,NA,NA,14,NA,6206
Brasil,PA,Jacareacanga,BR1503754,municipality,2010,32,3,NA,NA,12,NA,8258
Brasil,PA,Jacareacanga,BR1503754,municipality,2011,14,1,NA,NA,18,NA,5442
Brasil,PA,Jacareacanga,BR1503754,municipality,2012,14,NA,NA,NA,20,NA,4909
Brasil,PA,Jacareacanga,BR1503754,municipality,2013,84,2,NA,NA,12,NA,2486
Brasil,PA,Jacareacanga,BR1503754,municipality,2014,110,1,NA,NA,18,NA,720
Brasil,PA,Jacareacanga,BR1503754,municipality,2015,115,6,NA,NA,6,NA,514
Brasil,PA,Jacareacanga,BR1503754,municipality,2016,107,2,NA,NA,11,NA,383
Brasil,PA,Jacareacanga,BR1503754,municipality,2017,66,NA,1,NA,35,NA,957
Brasil,PA,Jacareacanga,BR1503754,municipality,2018,83,2,NA,NA,30,NA,906
Brasil,PA,Jacareacanga,BR1503754,municipality,2019,79,1,NA,NA,18,NA,2392
Brasil,PA,Jacareacanga,BR1503754,municipality,2020,46,NA,NA,NA,11,NA,NA
Brasil,PA,Jacareacanga,BR1503754,municipality,2021,24,1,NA,NA,20,NA,NA
Brasil,PA,Jacareacanga,BR1503754,municipality,2022,105,5,NA,NA,24,NA,NA
Brasil,PA,Jacareacanga,BR1503754,municipality,2023,114,NA,NA,NA,NA,NA,NA
Brasil,PA,Jacundá,BR1503804,municipality,2008,399,4,NA,NA,24,NA,272
Brasil,PA,Jacundá,BR1503804,municipality,2009,269,1,NA,NA,23,NA,153
Brasil,PA,Jacundá,BR1503804,municipality,2010,199,1,NA,NA,13,NA,468
Brasil,PA,Jacundá,BR1503804,municipality,2011,272,3,NA,NA,30,NA,83
Brasil,PA,Jacundá,BR1503804,municipality,2012,140,5,NA,NA,38,NA,156
Brasil,PA,Jacundá,BR1503804,municipality,2013,384,13,NA,NA,52,NA,4
Brasil,PA,Jacundá,BR1503804,municipality,2014,540,12,NA,NA,57,NA,3
Brasil,PA,Jacundá,BR1503804,municipality,2015,359,7,NA,NA,32,NA,2
Brasil,PA,Jacundá,BR1503804,municipality,2016,178,1,NA,NA,20,NA,0
Brasil,PA,Jacundá,BR1503804,municipality,2017,189,5,NA,NA,25,1,3
Brasil,PA,Jacundá,BR1503804,municipality,2018,247,5,NA,NA,29,1,4
Brasil,PA,Jacundá,BR1503804,municipality,2019,268,7,NA,NA,24,NA,3
Brasil,PA,Jacundá,BR1503804,municipality,2020,181,12,NA,NA,20,3,NA
Brasil,PA,Jacundá,BR1503804,municipality,2021,245,8,NA,NA,25,NA,NA
Brasil,PA,Jacundá,BR1503804,municipality,2022,433,30,NA,NA,38,NA,NA
Brasil,PA,Jacundá,BR1503804,municipality,2023,388,23,NA,NA,NA,NA,NA
Brasil,PA,Juruti,BR1503903,municipality,2008,134,8,NA,NA,23,NA,1
Brasil,PA,Juruti,BR1503903,municipality,2009,114,4,NA,NA,10,NA,8
Brasil,PA,Juruti,BR1503903,municipality,2010,72,1,NA,NA,11,1,4
Brasil,PA,Juruti,BR1503903,municipality,2011,77,4,NA,NA,9,NA,0
Brasil,PA,Juruti,BR1503903,municipality,2012,82,3,NA,NA,21,NA,3
Brasil,PA,Juruti,BR1503903,municipality,2013,93,5,NA,NA,13,NA,6
Brasil,PA,Juruti,BR1503903,municipality,2014,41,3,1,NA,20,NA,1
Brasil,PA,Juruti,BR1503903,municipality,2015,45,4,NA,NA,24,NA,0
Brasil,PA,Juruti,BR1503903,municipality,2016,77,9,1,NA,12,NA,3
Brasil,PA,Juruti,BR1503903,municipality,2017,57,3,1,NA,20,NA,0
Brasil,PA,Juruti,BR1503903,municipality,2018,48,5,NA,NA,48,1,0
Brasil,PA,Juruti,BR1503903,municipality,2019,70,3,NA,NA,37,NA,1
Brasil,PA,Juruti,BR1503903,municipality,2020,53,1,1,NA,19,2,NA
Brasil,PA,Juruti,BR1503903,municipality,2021,64,2,NA,NA,37,NA,NA
Brasil,PA,Juruti,BR1503903,municipality,2022,117,2,NA,NA,83,NA,NA
Brasil,PA,Juruti,BR1503903,municipality,2023,128,3,NA,NA,NA,NA,NA
Brasil,PA,Limoeiro do Ajuru,BR1504000,municipality,2008,250,1,NA,NA,3,NA,1
Brasil,PA,Limoeiro do Ajuru,BR1504000,municipality,2009,246,1,NA,NA,2,NA,12
Brasil,PA,Limoeiro do Ajuru,BR1504000,municipality,2010,244,NA,NA,NA,1,NA,281
Brasil,PA,Limoeiro do Ajuru,BR1504000,municipality,2011,198,1,NA,NA,NA,1,487
Brasil,PA,Limoeiro do Ajuru,BR1504000,municipality,2012,167,5,NA,NA,1,1,685
Brasil,PA,Limoeiro do Ajuru,BR1504000,municipality,2013,308,2,3,NA,NA,NA,100
Brasil,PA,Limoeiro do Ajuru,BR1504000,municipality,2014,294,3,2,NA,3,1,0
Brasil,PA,Limoeiro do Ajuru,BR1504000,municipality,2015,237,1,2,NA,NA,NA,0
Brasil,PA,Limoeiro do Ajuru,BR1504000,municipality,2016,339,NA,15,NA,NA,NA,6
Brasil,PA,Limoeiro do Ajuru,BR1504000,municipality,2017,337,5,NA,NA,NA,1,456
Brasil,PA,Limoeiro do Ajuru,BR1504000,municipality,2018,453,3,7,NA,NA,1,1220
Brasil,PA,Limoeiro do Ajuru,BR1504000,municipality,2019,370,5,3,NA,NA,1,420
Brasil,PA,Limoeiro do Ajuru,BR1504000,municipality,2020,213,NA,NA,NA,2,NA,NA
Brasil,PA,Limoeiro do Ajuru,BR1504000,municipality,2021,148,1,8,NA,5,NA,NA
Brasil,PA,Limoeiro do Ajuru,BR1504000,municipality,2022,275,7,NA,NA,1,NA,NA
Brasil,PA,Limoeiro do Ajuru,BR1504000,municipality,2023,284,6,NA,NA,NA,NA,NA
Brasil,PA,Mãe do Rio,BR1504059,municipality,2008,465,11,NA,NA,4,2,4
Brasil,PA,Mãe do Rio,BR1504059,municipality,2009,520,5,NA,NA,7,1,6
Brasil,PA,Mãe do Rio,BR1504059,municipality,2010,566,7,NA,NA,5,4,2
Brasil,PA,Mãe do Rio,BR1504059,municipality,2011,489,3,NA,NA,14,2,1
Brasil,PA,Mãe do Rio,BR1504059,municipality,2012,291,15,NA,NA,9,NA,0
Brasil,PA,Mãe do Rio,BR1504059,municipality,2013,328,9,NA,NA,4,1,0
Brasil,PA,Mãe do Rio,BR1504059,municipality,2014,216,19,NA,NA,7,NA,0
Brasil,PA,Mãe do Rio,BR1504059,municipality,2015,223,8,NA,NA,13,NA,0
Brasil,PA,Mãe do Rio,BR1504059,municipality,2016,179,11,NA,NA,NA,NA,0
Brasil,PA,Mãe do Rio,BR1504059,municipality,2017,334,25,NA,NA,7,4,0
Brasil,PA,Mãe do Rio,BR1504059,municipality,2018,294,16,NA,NA,11,1,0
Brasil,PA,Mãe do Rio,BR1504059,municipality,2019,367,6,NA,NA,15,NA,0
Brasil,PA,Mãe do Rio,BR1504059,municipality,2020,253,6,NA,NA,12,1,NA
Brasil,PA,Mãe do Rio,BR1504059,municipality,2021,495,8,NA,NA,2,NA,NA
Brasil,PA,Mãe do Rio,BR1504059,municipality,2022,515,12,NA,NA,9,NA,NA
Brasil,PA,Mãe do Rio,BR1504059,municipality,2023,261,18,NA,NA,NA,NA,NA
Brasil,PA,Magalhães Barata,BR1504109,municipality,2008,13,2,NA,NA,3,NA,67
Brasil,PA,Magalhães Barata,BR1504109,municipality,2009,18,3,NA,NA,10,NA,16
Brasil,PA,Magalhães Barata,BR1504109,municipality,2010,8,1,NA,NA,NA,NA,5
Brasil,PA,Magalhães Barata,BR1504109,municipality,2011,20,1,NA,NA,NA,NA,155
Brasil,PA,Magalhães Barata,BR1504109,municipality,2012,27,2,NA,NA,NA,NA,91
Brasil,PA,Magalhães Barata,BR1504109,municipality,2013,24,1,NA,NA,NA,NA,18
Brasil,PA,Magalhães Barata,BR1504109,municipality,2014,20,3,NA,NA,NA,NA,2
Brasil,PA,Magalhães Barata,BR1504109,municipality,2015,13,3,NA,NA,NA,NA,0
Brasil,PA,Magalhães Barata,BR1504109,municipality,2016,5,3,NA,NA,2,NA,0
Brasil,PA,Magalhães Barata,BR1504109,municipality,2017,16,3,1,NA,1,NA,0
Brasil,PA,Magalhães Barata,BR1504109,municipality,2018,10,NA,NA,NA,1,1,0
Brasil,PA,Magalhães Barata,BR1504109,municipality,2019,15,3,NA,NA,NA,NA,0
Brasil,PA,Magalhães Barata,BR1504109,municipality,2020,8,2,NA,NA,NA,NA,NA
Brasil,PA,Magalhães Barata,BR1504109,municipality,2021,22,NA,NA,NA,NA,NA,NA
Brasil,PA,Magalhães Barata,BR1504109,municipality,2022,43,4,NA,NA,1,NA,NA
Brasil,PA,Magalhães Barata,BR1504109,municipality,2023,24,3,NA,NA,NA,NA,NA
Brasil,PA,Marabá,BR1504208,municipality,2008,644,21,NA,NA,64,NA,759
Brasil,PA,Marabá,BR1504208,municipality,2009,711,18,NA,NA,50,3,649
Brasil,PA,Marabá,BR1504208,municipality,2010,507,30,NA,NA,65,NA,878
Brasil,PA,Marabá,BR1504208,municipality,2011,877,47,NA,NA,99,1,566
Brasil,PA,Marabá,BR1504208,municipality,2012,502,52,NA,NA,91,NA,146
Brasil,PA,Marabá,BR1504208,municipality,2013,549,69,NA,NA,83,2,22
Brasil,PA,Marabá,BR1504208,municipality,2014,430,65,NA,NA,126,2,13
Brasil,PA,Marabá,BR1504208,municipality,2015,511,135,NA,NA,213,35,4
Brasil,PA,Marabá,BR1504208,municipality,2016,476,117,NA,NA,54,93,10
Brasil,PA,Marabá,BR1504208,municipality,2017,605,89,NA,NA,74,93,3
Brasil,PA,Marabá,BR1504208,municipality,2018,737,94,NA,NA,48,53,4
Brasil,PA,Marabá,BR1504208,municipality,2019,618,85,NA,NA,42,43,3
Brasil,PA,Marabá,BR1504208,municipality,2020,401,63,NA,NA,45,24,NA
Brasil,PA,Marabá,BR1504208,municipality,2021,333,62,NA,NA,41,19,NA
Brasil,PA,Marabá,BR1504208,municipality,2022,682,88,NA,NA,64,27,NA
Brasil,PA,Marabá,BR1504208,municipality,2023,891,112,NA,NA,NA,NA,NA
Brasil,PA,Maracanã,BR1504307,municipality,2008,121,4,NA,NA,NA,NA,286
Brasil,PA,Maracanã,BR1504307,municipality,2009,163,2,NA,NA,NA,NA,81
Brasil,PA,Maracanã,BR1504307,municipality,2010,187,NA,NA,NA,NA,NA,34
Brasil,PA,Maracanã,BR1504307,municipality,2011,152,3,NA,NA,1,NA,313
Brasil,PA,Maracanã,BR1504307,municipality,2012,102,1,NA,NA,NA,NA,169
Brasil,PA,Maracanã,BR1504307,municipality,2013,153,5,NA,NA,NA,NA,114
Brasil,PA,Maracanã,BR1504307,municipality,2014,159,4,NA,NA,NA,NA,14
Brasil,PA,Maracanã,BR1504307,municipality,2015,79,1,NA,NA,NA,NA,3
Brasil,PA,Maracanã,BR1504307,municipality,2016,140,3,NA,NA,NA,NA,0
Brasil,PA,Maracanã,BR1504307,municipality,2017,152,4,NA,NA,1,NA,0
Brasil,PA,Maracanã,BR1504307,municipality,2018,73,5,NA,NA,1,NA,1
Brasil,PA,Maracanã,BR1504307,municipality,2019,48,7,NA,NA,1,NA,0
Brasil,PA,Maracanã,BR1504307,municipality,2020,56,14,NA,NA,NA,NA,NA
Brasil,PA,Maracanã,BR1504307,municipality,2021,44,9,NA,NA,NA,NA,NA
Brasil,PA,Maracanã,BR1504307,municipality,2022,82,8,NA,NA,1,NA,NA
Brasil,PA,Maracanã,BR1504307,municipality,2023,81,15,NA,NA,NA,NA,NA
Brasil,PA,Marapanim,BR1504406,municipality,2008,102,2,NA,NA,1,NA,409
Brasil,PA,Marapanim,BR1504406,municipality,2009,143,9,NA,NA,7,NA,88
Brasil,PA,Marapanim,BR1504406,municipality,2010,194,1,NA,NA,1,NA,118
Brasil,PA,Marapanim,BR1504406,municipality,2011,141,3,NA,NA,NA,NA,514
Brasil,PA,Marapanim,BR1504406,municipality,2012,72,4,NA,NA,NA,NA,276
Brasil,PA,Marapanim,BR1504406,municipality,2013,56,3,NA,NA,7,NA,61
Brasil,PA,Marapanim,BR1504406,municipality,2014,86,6,NA,NA,7,NA,9
Brasil,PA,Marapanim,BR1504406,municipality,2015,48,4,NA,NA,NA,NA,1
Brasil,PA,Marapanim,BR1504406,municipality,2016,33,2,NA,NA,NA,NA,0
Brasil,PA,Marapanim,BR1504406,municipality,2017,46,7,NA,NA,NA,NA,0
Brasil,PA,Marapanim,BR1504406,municipality,2018,76,10,NA,NA,1,NA,0
Brasil,PA,Marapanim,BR1504406,municipality,2019,44,11,NA,NA,NA,NA,1
Brasil,PA,Marapanim,BR1504406,municipality,2020,27,8,NA,NA,NA,NA,NA
Brasil,PA,Marapanim,BR1504406,municipality,2021,53,7,NA,NA,NA,NA,NA
Brasil,PA,Marapanim,BR1504406,municipality,2022,119,9,NA,NA,1,NA,NA
Brasil,PA,Marapanim,BR1504406,municipality,2023,76,6,NA,NA,NA,NA,NA
Brasil,PA,Marituba,BR1504422,municipality,2008,727,41,NA,NA,NA,NA,4
Brasil,PA,Marituba,BR1504422,municipality,2009,863,33,NA,NA,3,NA,3
Brasil,PA,Marituba,BR1504422,municipality,2010,744,39,NA,NA,4,3,2
Brasil,PA,Marituba,BR1504422,municipality,2011,700,48,NA,NA,1,6,53
Brasil,PA,Marituba,BR1504422,municipality,2012,760,35,1,NA,1,5,5
Brasil,PA,Marituba,BR1504422,municipality,2013,779,37,NA,NA,NA,NA,1
Brasil,PA,Marituba,BR1504422,municipality,2014,629,30,1,NA,NA,1,3
Brasil,PA,Marituba,BR1504422,municipality,2015,670,43,NA,NA,4,1,3
Brasil,PA,Marituba,BR1504422,municipality,2016,553,49,NA,NA,2,NA,2
Brasil,PA,Marituba,BR1504422,municipality,2017,606,54,NA,NA,NA,1,5
Brasil,PA,Marituba,BR1504422,municipality,2018,603,53,1,NA,NA,2,0
Brasil,PA,Marituba,BR1504422,municipality,2019,544,46,NA,NA,NA,1,0
Brasil,PA,Marituba,BR1504422,municipality,2020,304,52,NA,NA,NA,NA,NA
Brasil,PA,Marituba,BR1504422,municipality,2021,285,71,NA,NA,3,NA,NA
Brasil,PA,Marituba,BR1504422,municipality,2022,381,60,NA,NA,1,NA,NA
Brasil,PA,Marituba,BR1504422,municipality,2023,295,52,NA,NA,NA,NA,NA
Brasil,PA,Medicilândia,BR1504455,municipality,2008,159,6,NA,NA,211,NA,225
Brasil,PA,Medicilândia,BR1504455,municipality,2009,205,6,NA,NA,208,NA,126
Brasil,PA,Medicilândia,BR1504455,municipality,2010,209,13,NA,NA,94,NA,334
Brasil,PA,Medicilândia,BR1504455,municipality,2011,194,12,NA,NA,143,NA,294
Brasil,PA,Medicilândia,BR1504455,municipality,2012,165,12,NA,NA,225,NA,196
Brasil,PA,Medicilândia,BR1504455,municipality,2013,205,12,NA,NA,88,NA,28
Brasil,PA,Medicilândia,BR1504455,municipality,2014,114,9,NA,NA,123,NA,8
Brasil,PA,Medicilândia,BR1504455,municipality,2015,79,8,NA,NA,156,NA,0
Brasil,PA,Medicilândia,BR1504455,municipality,2016,88,9,NA,NA,67,NA,0
Brasil,PA,Medicilândia,BR1504455,municipality,2017,130,10,NA,NA,224,NA,0
Brasil,PA,Medicilândia,BR1504455,municipality,2018,156,12,NA,NA,89,NA,1
Brasil,PA,Medicilândia,BR1504455,municipality,2019,157,9,NA,NA,125,NA,0
Brasil,PA,Medicilândia,BR1504455,municipality,2020,61,11,NA,NA,146,NA,NA
Brasil,PA,Medicilândia,BR1504455,municipality,2021,114,13,NA,NA,85,NA,NA
Brasil,PA,Medicilândia,BR1504455,municipality,2022,190,19,NA,NA,96,NA,NA
Brasil,PA,Medicilândia,BR1504455,municipality,2023,232,21,NA,NA,NA,NA,NA
Brasil,PA,Melgaço,BR1504505,municipality,2008,13,3,NA,NA,4,NA,6
Brasil,PA,Melgaço,BR1504505,municipality,2009,26,4,NA,NA,5,NA,44
Brasil,PA,Melgaço,BR1504505,municipality,2010,61,NA,NA,NA,NA,NA,602
Brasil,PA,Melgaço,BR1504505,municipality,2011,115,1,2,NA,NA,NA,683
Brasil,PA,Melgaço,BR1504505,municipality,2012,24,1,NA,NA,1,NA,32
Brasil,PA,Melgaço,BR1504505,municipality,2013,109,3,NA,NA,NA,NA,15
Brasil,PA,Melgaço,BR1504505,municipality,2014,103,2,1,NA,1,NA,5
Brasil,PA,Melgaço,BR1504505,municipality,2015,132,2,NA,NA,NA,NA,4
Brasil,PA,Melgaço,BR1504505,municipality,2016,128,7,NA,NA,NA,NA,34
Brasil,PA,Melgaço,BR1504505,municipality,2017,148,6,1,NA,NA,NA,138
Brasil,PA,Melgaço,BR1504505,municipality,2018,134,3,5,NA,4,NA,113
Brasil,PA,Melgaço,BR1504505,municipality,2019,117,7,NA,NA,1,NA,24
Brasil,PA,Melgaço,BR1504505,municipality,2020,98,2,5,NA,2,NA,NA
Brasil,PA,Melgaço,BR1504505,municipality,2021,79,3,1,NA,NA,NA,NA
Brasil,PA,Melgaço,BR1504505,municipality,2022,149,6,NA,NA,3,NA,NA
Brasil,PA,Melgaço,BR1504505,municipality,2023,125,2,NA,NA,NA,NA,NA
Brasil,PA,Mocajuba,BR1504604,municipality,2008,53,7,NA,NA,25,10,8
Brasil,PA,Mocajuba,BR1504604,municipality,2009,107,5,NA,NA,13,7,1
Brasil,PA,Mocajuba,BR1504604,municipality,2010,131,6,NA,NA,11,6,94
Brasil,PA,Mocajuba,BR1504604,municipality,2011,157,1,NA,NA,19,6,677
Brasil,PA,Mocajuba,BR1504604,municipality,2012,121,2,1,NA,8,2,94
Brasil,PA,Mocajuba,BR1504604,municipality,2013,138,6,NA,NA,2,NA,5
Brasil,PA,Mocajuba,BR1504604,municipality,2014,265,29,NA,NA,6,NA,1
Brasil,PA,Mocajuba,BR1504604,municipality,2015,163,12,1,NA,10,2,2
Brasil,PA,Mocajuba,BR1504604,municipality,2016,130,33,NA,NA,4,NA,2
Brasil,PA,Mocajuba,BR1504604,municipality,2017,232,17,1,NA,5,9,8
Brasil,PA,Mocajuba,BR1504604,municipality,2018,326,13,NA,NA,5,1,768
Brasil,PA,Mocajuba,BR1504604,municipality,2019,306,19,1,NA,1,2,183
Brasil,PA,Mocajuba,BR1504604,municipality,2020,274,10,1,NA,6,1,NA
Brasil,PA,Mocajuba,BR1504604,municipality,2021,220,9,NA,NA,4,NA,NA
Brasil,PA,Mocajuba,BR1504604,municipality,2022,320,13,NA,NA,14,NA,NA
Brasil,PA,Mocajuba,BR1504604,municipality,2023,439,11,NA,NA,NA,NA,NA
Brasil,PA,Moju,BR1504703,municipality,2008,561,11,NA,NA,15,6,1918
Brasil,PA,Moju,BR1504703,municipality,2009,432,10,NA,NA,5,1,1379
Brasil,PA,Moju,BR1504703,municipality,2010,425,3,2,NA,25,9,1380
Brasil,PA,Moju,BR1504703,municipality,2011,306,4,4,NA,16,6,1338
Brasil,PA,Moju,BR1504703,municipality,2012,295,4,NA,NA,15,6,905
Brasil,PA,Moju,BR1504703,municipality,2013,429,12,2,NA,6,11,84
Brasil,PA,Moju,BR1504703,municipality,2014,645,7,6,NA,25,14,22
Brasil,PA,Moju,BR1504703,municipality,2015,469,13,1,NA,8,2,9
Brasil,PA,Moju,BR1504703,municipality,2016,314,12,4,NA,5,4,0
Brasil,PA,Moju,BR1504703,municipality,2017,302,6,NA,NA,17,6,1
Brasil,PA,Moju,BR1504703,municipality,2018,297,19,1,NA,8,6,12
Brasil,PA,Moju,BR1504703,municipality,2019,313,20,NA,NA,7,6,9
Brasil,PA,Moju,BR1504703,municipality,2020,152,18,5,NA,5,4,NA
Brasil,PA,Moju,BR1504703,municipality,2021,181,16,4,NA,2,1,NA
Brasil,PA,Moju,BR1504703,municipality,2022,334,18,NA,NA,6,1,NA
Brasil,PA,Moju,BR1504703,municipality,2023,316,24,NA,NA,NA,NA,NA
Brasil,PA,Mojuí dos Campos,BR1504752,municipality,2008,NA,NA,NA,NA,NA,NA,0
Brasil,PA,Mojuí dos Campos,BR1504752,municipality,2009,NA,NA,NA,NA,NA,NA,0
Brasil,PA,Mojuí dos Campos,BR1504752,municipality,2010,NA,NA,NA,NA,NA,NA,0
Brasil,PA,Mojuí dos Campos,BR1504752,municipality,2011,NA,NA,NA,NA,NA,NA,0
Brasil,PA,Mojuí dos Campos,BR1504752,municipality,2012,NA,NA,NA,NA,NA,NA,0
Brasil,PA,Mojuí dos Campos,BR1504752,municipality,2013,NA,NA,NA,NA,NA,NA,0
Brasil,PA,Mojuí dos Campos,BR1504752,municipality,2014,5,1,NA,NA,3,NA,2
Brasil,PA,Mojuí dos Campos,BR1504752,municipality,2015,5,1,NA,NA,11,NA,0
Brasil,PA,Mojuí dos Campos,BR1504752,municipality,2016,12,5,NA,NA,8,NA,0
Brasil,PA,Mojuí dos Campos,BR1504752,municipality,2017,8,8,NA,NA,9,NA,0
Brasil,PA,Mojuí dos Campos,BR1504752,municipality,2018,30,6,NA,NA,18,NA,2
Brasil,PA,Mojuí dos Campos,BR1504752,municipality,2019,15,NA,NA,NA,21,NA,1
Brasil,PA,Mojuí dos Campos,BR1504752,municipality,2020,6,5,NA,NA,33,NA,NA
Brasil,PA,Mojuí dos Campos,BR1504752,municipality,2021,2,1,NA,NA,13,NA,NA
Brasil,PA,Mojuí dos Campos,BR1504752,municipality,2022,8,1,NA,NA,29,NA,NA
Brasil,PA,Mojuí dos Campos,BR1504752,municipality,2023,28,4,NA,NA,NA,NA,NA
Brasil,PA,Monte Alegre,BR1504802,municipality,2008,501,16,NA,NA,120,NA,52
Brasil,PA,Monte Alegre,BR1504802,municipality,2009,506,17,NA,NA,107,NA,48
Brasil,PA,Monte Alegre,BR1504802,municipality,2010,427,7,NA,NA,48,NA,122
Brasil,PA,Monte Alegre,BR1504802,municipality,2011,457,10,NA,NA,99,1,26
Brasil,PA,Monte Alegre,BR1504802,municipality,2012,396,12,NA,NA,97,2,4
Brasil,PA,Monte Alegre,BR1504802,municipality,2013,321,14,NA,NA,96,NA,3
Brasil,PA,Monte Alegre,BR1504802,municipality,2014,281,13,NA,NA,165,NA,2
Brasil,PA,Monte Alegre,BR1504802,municipality,2015,294,11,NA,NA,101,NA,1
Brasil,PA,Monte Alegre,BR1504802,municipality,2016,185,9,NA,NA,48,NA,30
Brasil,PA,Monte Alegre,BR1504802,municipality,2017,254,15,NA,NA,130,NA,4
Brasil,PA,Monte Alegre,BR1504802,municipality,2018,213,23,NA,NA,102,NA,3
Brasil,PA,Monte Alegre,BR1504802,municipality,2019,208,16,NA,NA,125,2,2
Brasil,PA,Monte Alegre,BR1504802,municipality,2020,129,34,NA,NA,138,NA,NA
Brasil,PA,Monte Alegre,BR1504802,municipality,2021,115,35,NA,NA,143,NA,NA
Brasil,PA,Monte Alegre,BR1504802,municipality,2022,221,82,NA,NA,100,NA,NA
Brasil,PA,Monte Alegre,BR1504802,municipality,2023,317,43,NA,NA,NA,NA,NA
Brasil,PA,Muaná,BR1504901,municipality,2008,235,7,1,NA,3,NA,211
Brasil,PA,Muaná,BR1504901,municipality,2009,212,2,1,NA,1,NA,235
Brasil,PA,Muaná,BR1504901,municipality,2010,193,5,NA,NA,1,NA,574
Brasil,PA,Muaná,BR1504901,municipality,2011,150,4,NA,NA,2,1,481
Brasil,PA,Muaná,BR1504901,municipality,2012,225,10,3,NA,4,NA,406
Brasil,PA,Muaná,BR1504901,municipality,2013,322,13,NA,NA,3,NA,25
Brasil,PA,Muaná,BR1504901,municipality,2014,160,10,8,NA,4,NA,1
Brasil,PA,Muaná,BR1504901,municipality,2015,192,8,2,NA,4,NA,2
Brasil,PA,Muaná,BR1504901,municipality,2016,352,5,3,NA,1,NA,38
Brasil,PA,Muaná,BR1504901,municipality,2017,387,8,10,NA,1,1,310
Brasil,PA,Muaná,BR1504901,municipality,2018,318,7,13,NA,1,NA,283
Brasil,PA,Muaná,BR1504901,municipality,2019,278,11,3,NA,3,NA,43
Brasil,PA,Muaná,BR1504901,municipality,2020,127,16,5,NA,1,NA,NA
Brasil,PA,Muaná,BR1504901,municipality,2021,133,16,9,NA,1,NA,NA
Brasil,PA,Muaná,BR1504901,municipality,2022,215,21,NA,NA,NA,NA,NA
Brasil,PA,Muaná,BR1504901,municipality,2023,284,20,NA,NA,NA,NA,NA
Brasil,PA,Nova Esperança do Piriá,BR1504950,municipality,2008,114,NA,NA,NA,43,1,361
